Revenue,Operating_Cost,Gross_Margin,Net_Profit,Debt_Ratio,Liquidity_Ratio,Cash_Flow,Transaction_Volume,Market_Volatility_Index,Management_Activity_Score,Risk_Tag,Risk_Class,profit_margin
26475443.37,35941615.85,35.33955392,17414366.46,0.537532411,1.217633264,7755140.865,3021,13.13110347,7.647873855,Critical,0,65.77554234
21881278.42,9890595.404,10.12649002,-92642.44222,0.53699808,2.860927398,-1533515.636,2782,10.61403138,9.629079795,Monitor,0,-0.42338679
14915842.44,37095974.88,63.78198819,-4435887.207,0.171578498,0.669145562,5907313.527,843,11.32957213,8.760445564,Critical,1,-29.7394346
30786718.29,2598642.134,26.43187434,16541622.12,0.434387268,1.608147943,1270692.986,3149,10.50098425,2.511034226,Monitor,0,53.72973489
7404946.102,37390553.87,37.45751597,9427927.06,0.782627839,2.017427668,8458548.168,2905,16.62130339,3.941382756,Stable,2,127.3193205
14961160.1,14194582.95,56.40829124,17266461.39,0.784922898,2.181046023,3819907.415,76,24.36932287,2.552066559,Stable,0,115.4085731
18634911.24,4236548.972,29.93421179,9923630.585,0.179390132,2.68584547,1666917.512,3317,23.27329085,6.411775274,Safe Zone,2,53.25289966
23075464.22,19537696.02,9.243924211,15254027.25,0.172576706,1.56453717,4211667.228,134,69.20779565,7.409691838,Safe Zone,1,66.10496372
39366210.09,10419707.4,33.04407853,5741834.084,0.310156382,2.338053034,2583496.229,3151,28.36036631,3.853663924,High Risk,0,14.58569182
10383852.22,11537941.5,75.8336437,13746498.28,0.79981285,2.256126268,4771612.776,1172,17.645247,5.855559166,Warning,1,132.383416
25954604.7,12430140.6,53.1300798,17826036.67,0.203122068,2.142848302,-625605.5801,61,42.73375265,7.218285131,Safe Zone,1,68.68159572
29824521.16,32160430.73,55.36093615,9303074.093,0.675997442,2.421449879,9963886.034,1798,61.47744732,4.792058349,Critical,1,31.19270229
2799295.43,21658618.81,52.42116152,-480371.2359,0.180932496,1.278347513,3106670.532,3159,50.68362261,8.686139774,High Risk,1,-17.16043369
30573470.17,12590046.43,19.92441042,1719940.376,0.598510283,0.753946261,2178767.676,1926,27.76492535,7.943949418,Monitor,0,5.625597507
8940944.123,24491284.58,36.37503981,-33885.57756,0.384853839,0.857815016,6522518.18,2669,43.69696959,1.581989895,High Risk,1,-0.378993282
3720053.853,28702796.83,61.32048488,1171425.69,0.73113117,1.173747148,2366792.878,229,52.89135845,6.590127692,Critical,2,31.48948204
47469834.09,11050435.23,12.60296732,2660386.234,0.286952359,2.000593807,7999291.66,846,53.68626954,3.117929959,Safe Zone,0,5.604372302
48298785.64,16659254.24,25.83895821,8878344.669,0.611361464,3.021328252,3451248.692,3863,49.99230732,6.017664382,Decline,0,18.38212815
40515668.73,5051066.515,25.72393313,9699790.737,0.288546028,2.603880026,6634700.959,2074,62.24862549,9.611995984,Monitor,2,23.9408383
15578381.57,7409744.111,37.40141957,5662493.681,0.670928226,2.867121813,-710561.4027,3267,62.2063275,8.911558041,Critical,0,36.34840791
5334769.643,27308490.59,78.52765557,10385519.5,0.798942428,1.552926872,8153430.227,936,44.73619356,4.640647628,Moderate,1,194.6760627
34369534.81,7421246.238,10.062691,-2960626.86,0.201441439,1.713961225,6828615.841,2518,35.79138215,3.623624725,Safe Zone,1,-8.614102215
22287548.44,21101502.67,43.90257458,-2805294.074,0.793276551,1.681045658,540601.3415,3437,48.49421773,3.1096517,Warning,1,-12.5868221
6540892.625,28420041.22,18.45235115,-704263.4911,0.574860204,1.075619553,-256567.8831,1569,59.09272008,5.792633828,Monitor,0,-10.76708534
25011257.05,4453701.539,77.80074091,7951937.451,0.201688393,0.683649974,1795508.185,2482,10.33912629,2.028236079,Critical,0,31.79343379
2202231.795,22779026.34,13.49776285,349866.9675,0.442033484,2.272748278,9712847.032,4916,69.51982054,5.943475073,Safe Zone,0,15.88692744
45511359.9,10411198.79,35.27007518,2082110.087,0.228688235,3.46765005,1081978.895,966,20.97362634,1.012002755,Stable,1,4.574923913
13309609.09,38524489.63,60.34137386,5007820.904,0.660278311,1.000489115,3473526.507,2120,38.21493914,3.914646677,Moderate,1,37.62560471
33294853.08,19445116.74,57.8415821,15296653.1,0.707094508,0.64005446,-1639757.291,4026,62.32178409,2.979408824,Monitor,1,45.94299625
15929698.27,32278503.48,36.70464777,-4653446.602,0.184637216,2.838595045,2766730.355,1831,23.50242394,9.74096911,Monitor,1,-29.2123964
26243367.05,22099016.38,30.9893126,11234470.51,0.504911882,1.25775802,4855840.185,388,38.60771343,7.545180876,Warning,0,42.80879997
27562158.83,1927818.808,34.82092839,11721913.28,0.751700045,2.988931416,9437495.35,1566,17.95493081,4.146880424,Safe Zone,0,42.52900997
9650295.549,25399424.75,24.82071974,14966394.51,0.848930433,2.611810001,4200832.539,2920,33.70457952,1.835605779,Stable,2,155.0874212
48494439.07,38065853.02,20.3999704,18318823.48,0.510814293,3.337020611,7829287.914,3632,20.62812729,5.651205352,Safe Zone,0,37.77510128
38869074.76,24144150.44,41.22797732,-4496553.776,0.860223379,1.726781707,4565531.711,964,31.81766493,2.921030932,Stable,0,-11.56846106
47005197.61,32803716.61,25.14003171,-1155407.362,0.528551176,2.485909518,-1510579.839,3340,32.40785301,5.827865913,Warning,0,-2.458041708
44793953.85,35391417.24,26.55962487,17154282.35,0.415352396,1.894564342,1780099.302,4620,69.59024738,8.518261188,Moderate,0,38.2959772
30096048.95,9277574.924,54.25670476,6462964.055,0.778562503,2.391766092,4906594.094,1496,69.68878176,6.542132969,Monitor,0,21.4744602
46132774.63,8639384.628,77.64029988,9114765.973,0.494386168,1.848796718,9407127.591,1429,16.88717672,6.704095776,Stable,2,19.75767997
4880378.852,24517043.36,50.27279004,11575680.09,0.477522008,1.065896739,8309564.317,1533,53.55812676,5.869272602,High Risk,2,237.1881455
10201151.69,16558933.1,10.77346003,11976665.11,0.492249992,2.023692248,740267.3701,2124,13.10472878,9.345390694,Warning,2,117.4050291
2738750.801,33626479.85,10.66877104,18293510.08,0.777428001,2.085752604,641317.9602,850,11.81152092,9.38712416,Warning,2,667.9508802
16603851.37,36020920.31,76.35674156,19923735.44,0.765553233,2.931811545,414075.6054,1296,16.32003365,5.61450881,Critical,2,119.9946626
19739525.84,14266170.9,27.29680927,13003936.52,0.422815994,2.706562117,9069986.756,2787,67.92913942,3.751835384,Moderate,1,65.87765395
13931777.07,9627448.247,11.90502396,2180530.23,0.366639888,2.491374872,8231993.837,3545,66.45181287,5.136283053,High Risk,0,15.65148666
41522506.7,31264915.51,49.92834404,16993810.06,0.493542419,0.840161287,7298601.187,4884,21.63566922,2.67902121,High Risk,1,40.92674409
18159289.67,11137280.21,51.77365837,-3769477.136,0.558218008,2.661848872,2712821.371,3307,19.70034013,6.727098838,Critical,0,-20.75784463
14406258.23,32940049.88,53.63786151,777021.3219,0.290669769,2.000915469,4052568.452,3927,24.43210519,5.500831022,Stable,0,5.393637331
27363456.12,17064782.5,25.05515209,17434642.94,0.735164068,3.182298608,3571980.938,1031,40.93281964,1.9297043,Stable,0,63.71506166
7475749.136,26768485.99,6.133301316,1404787.861,0.489186213,3.259612802,1040777.291,2526,44.18227792,2.77883003,Decline,1,18.7912654
40208750.55,4002305.491,77.37615271,516276.4905,0.367236439,0.665469772,4060336.554,2138,23.29560583,5.316687606,Decline,0,1.283990384
4190256.862,25029601.12,23.81697843,-1546867.671,0.185456794,2.961924681,-1634041.426,3002,55.39736729,8.988300916,High Risk,0,-36.91581978
49350903.36,18180353.61,55.7019716,16477793.94,0.291076128,0.613092171,-418275.518,1061,28.57319016,6.097516486,Moderate,0,33.38904218
38726116.08,23547016.83,57.99724024,7501456.48,0.859424937,1.601508877,8639075.154,3514,65.32787953,7.133815002,Stable,2,19.37053658
10336426.24,6886965.468,50.75055628,11872330.08,0.344079749,2.126899927,7020157.204,2800,49.40336239,4.051256948,Warning,1,114.859138
773344.7976,29527575.05,28.46805457,976659.6019,0.235087431,0.944302396,3074420.909,2176,36.18107166,6.142702537,Safe Zone,2,126.2903177
40865340.71,34539323.69,25.33221903,13951010.53,0.468538233,2.738941438,4205804.347,4862,57.3947201,5.026418404,Critical,0,34.13898008
35489438.52,8826244.044,49.8251212,14000138.62,0.345670195,0.525064113,2439986.632,3911,59.07487756,6.932169214,Moderate,0,39.44874647
36585854.82,4009439.31,69.95717252,2814950.623,0.1281274,1.005797145,6889358.406,2641,27.42889634,1.455180095,Stable,1,7.694095537
38677882.16,1140815.725,76.00502967,5267065.825,0.358516174,2.24239049,7410246.151,1523,30.38287263,5.439701946,Safe Zone,0,13.61777205
4165210.261,25750465.72,12.94293533,242256.9358,0.535286899,2.643162686,7159422.282,2571,66.15730922,3.663933626,High Risk,1,5.816199437
18244053.56,24362342.64,16.61214594,19414025.58,0.541369898,3.249929308,6671340.698,1215,19.8844623,3.935665552,Critical,1,106.4128951
6235518.446,21958557.03,75.85521941,11140064.43,0.385247137,2.616489956,454052.0643,3372,12.52902502,9.648256884,Stable,1,178.6549831
43223619.58,9431494.425,60.24014213,18363597.02,0.457842205,2.515337811,2055639.751,659,37.24331936,2.644253314,High Risk,2,42.48509772
31353257.28,15758058.64,71.22453686,2584638.591,0.872414335,1.683023439,3638145.22,2233,58.07259401,3.801207273,Stable,0,8.243604701
16879452.23,23860158.14,20.19744756,14547272.82,0.401878782,0.503853277,1969515.897,2581,56.30008638,5.589033182,Critical,0,86.18332293
3646138.339,19971320.98,49.06894033,14146466.1,0.306581451,0.860477776,7059282.402,2911,65.17183773,8.767242533,Warning,1,387.9848975
15893624.92,39513863.7,57.58546958,12291391.3,0.294773635,2.103663634,1952242.291,4700,41.99203986,4.750030749,Monitor,0,77.33535524
16596574.44,5630302.152,56.00839141,19140974.38,0.46621169,2.525389658,-341214.9586,1705,16.00388029,7.694787528,Warning,0,115.3308742
36615505.83,27866753.25,35.61137682,4838883.403,0.707616119,1.752344852,2788485.425,1805,45.32133846,8.707366884,Monitor,0,13.21539412
32059094.83,16291886.97,6.154616877,-1732066.91,0.264790547,2.692037035,9758973.193,95,56.70373686,3.790147202,Safe Zone,0,-5.402731797
44417030.76,17242344.67,48.71945426,11792721.48,0.667436902,2.065586886,710576.9552,1309,15.59968722,4.534751652,High Risk,0,26.54999958
23874638.8,28760391.07,23.98261544,13232745.01,0.116919859,0.722528587,5345903.907,4688,20.35944407,4.209006013,Monitor,0,55.42594854
6419915.174,27758958.82,38.76906846,9376514.336,0.435146382,1.076048753,3195676.598,3282,10.73743967,8.495702278,Warning,1,146.053555
35805616.97,39651988.55,76.81857613,170447.3283,0.720692052,3.01999467,-1147705.188,1501,45.61915477,1.399121758,Critical,1,0.476035166
38158859.91,5310092.72,34.92764882,7611398.542,0.370986365,2.67473824,3854519.272,2168,63.20406352,3.775789799,High Risk,1,19.94660889
28283221.28,4343564.045,67.9851205,2804743.414,0.550989681,3.184285961,6425971.944,2617,50.23979896,7.114677018,Stable,1,9.916633563
38662875.41,29028684.92,19.14054543,5686663.204,0.263983386,0.852671747,4158639.71,2042,68.92240526,6.088991496,Monitor,0,14.70832975
24942882.02,23219799.3,55.43453735,11130464.4,0.693596313,3.470667604,8465272.765,3173,13.78201915,4.926604234,Decline,0,44.62381046
26375275.05,11111594.53,78.27552158,13630368.57,0.141823283,1.128220142,1467244.2,2390,64.18006511,5.859534045,Monitor,0,51.67858359
21663280.41,3360890.886,12.64198257,805617.2725,0.782034116,0.535339629,-965009.9444,4957,58.84409724,2.778261272,Moderate,2,3.718814775
1758246.774,3609198.334,5.623995667,5133134.016,0.258557109,3.492268817,9238787.34,1538,28.85449123,4.876449594,Monitor,1,291.9461644
5840625.636,35788796.81,37.51870945,1729039.275,0.799518425,1.343221656,2538356.194,1623,68.41159311,5.515326858,Monitor,0,29.60366547
2055744.691,7836319.524,11.94691123,-34209.65345,0.382023393,2.504058358,4916866.617,2477,27.27626489,9.110702098,Stable,0,-1.664100294
32002315.36,13070188.17,61.12882623,14584680.5,0.67814686,1.030046943,7504037.514,1816,63.35828343,3.347516465,Critical,2,45.57382907
16060621.06,9220924.809,73.59114979,17731317.36,0.355380238,2.240685597,1891763.967,3599,62.84491462,8.810456519,Safe Zone,1,110.4024389
25674249.21,14328852.97,37.55157295,4255804.642,0.824729337,3.212104959,6593974.458,2359,55.459457,6.798172607,High Risk,2,16.57616005
45424540.46,2963068.941,24.40337316,13781973.11,0.2013097,1.460543502,-374973.8022,4725,43.80822843,1.18306748,Stable,0,30.34036882
12839965.34,20858579.68,37.58024893,17424882.23,0.242815831,2.510761928,1495524.966,2454,17.20016498,7.521682032,High Risk,0,135.7081719
20813954.69,2890980.031,59.25858634,16153105.26,0.4944241,1.063710766,-263472.3664,1492,41.91830407,1.319966898,Decline,1,77.60709343
37899781.36,32054189.01,5.679062119,-429665.2865,0.165550751,2.374386196,7734766.701,4843,31.40777534,9.976430141,Warning,1,-1.133688035
11825509.19,9501740.86,49.20904921,18907297.04,0.256784148,1.509351055,671790.8227,2026,57.53302199,8.853730189,Moderate,1,159.8856906
4310505.537,21692474.2,50.99687637,4416911.011,0.855013106,1.133624776,6608842.665,4023,55.48775239,3.676093728,Decline,1,102.468515
14842696.92,35227147.68,52.82661852,3481016.529,0.881191729,1.439546152,9319580.767,2540,64.63675044,3.316701072,Critical,1,23.45272256
8480453.719,26104919.29,23.151656,-3439216.818,0.401007463,1.036523206,4333266.509,775,10.88980975,4.432969739,Stable,1,-40.55463224
46520033.79,21411719.9,58.55395425,7154341.353,0.838628817,3.205748324,4480350.307,3853,58.54619301,4.205502688,Moderate,0,15.37905451
40501958.79,13108483.37,11.85436147,-2274659.609,0.535859741,1.691560659,3532402.817,4431,66.30772319,4.351040365,Monitor,0,-5.616171852
31853485.95,13453476.14,19.94527524,1213495.523,0.315793973,1.235837915,1910681.721,3877,57.35802695,3.864488915,Critical,2,3.809616082
43637299.21,26845580.82,70.8102535,2923565.544,0.661918977,1.845223523,3707860.371,4715,17.81166759,6.590200662,Decline,0,6.699694062
40281767.81,39766746.58,60.4042363,15220658.09,0.627121445,1.4616085,5233690.387,3669,14.87674629,2.478372973,Critical,1,37.78547694
9735217.915,26541199.76,6.030916551,16887216.26,0.891300255,2.733257761,9831898.866,2937,11.25071439,8.613831632,Safe Zone,1,173.4652106
44681670.43,22399780.01,23.62821953,2561657.937,0.31203783,3.413659736,9253174.712,547,47.72471355,8.311622356,Decline,2,5.733129295
27197440.97,29279890.31,21.08048622,16467453.03,0.637647602,1.81410097,8345835.5,4026,47.78035911,5.288348871,Decline,0,60.54780318
40468287.68,18715183.37,25.3104746,16430773.43,0.141619004,3.0831002,8669566.428,754,69.21482285,8.674569688,Warning,0,40.60160283
44856519.35,2593665.236,23.56698277,14116273.76,0.190916831,2.197589221,3614190.2,4707,33.88259045,3.22430563,Safe Zone,2,31.46983753
16241172.01,22579413.27,9.689472181,-1332622.15,0.1031347,0.971706995,5889331.926,4177,29.91437709,1.158089101,Safe Zone,2,-8.205209259
5947570.264,38313486.32,39.42053874,12258071.17,0.899568545,2.571868226,8740800.675,3731,47.46549563,6.572871325,High Risk,1,206.1021666
11782790.55,7177057.106,59.95501061,18625601.61,0.741818958,2.040303491,2715409.18,4188,59.53652035,5.121184663,High Risk,0,158.074622
21641835.54,27662194.65,50.50487935,12063511.97,0.729378412,2.45181957,9541149.74,1966,66.20643697,6.104480917,Monitor,0,55.74163036
40991730.91,8197160.809,55.46537514,3290421.228,0.50778086,3.169062238,2989432.745,1424,58.18744997,9.094054681,Moderate,1,8.027036562
43106163.87,21525941.84,11.08618839,7514482.936,0.340053666,1.821303712,5212991.985,1895,35.60043884,9.729330162,Warning,2,17.43250213
844130.4613,4047722.696,76.36180326,11143126.08,0.221011428,3.20353287,6517656.559,4704,48.09485412,6.710078258,Decline,2,1320.071552
25781991.48,18124763.26,67.88688754,7764260.218,0.327739791,2.752007043,9407104.157,1486,61.3779596,7.876500309,Critical,0,30.1150523
21161844.66,30295300.49,65.38177389,-2001176.457,0.400776978,1.965814778,935395.2886,3140,39.4365813,1.754275901,Monitor,0,-9.456531268
11494336.62,14033346.66,66.72378538,2801601.116,0.705048078,2.309666407,6953571.739,1420,23.00119862,2.446440264,Warning,0,24.37375213
6433335.683,26663486.63,74.95328811,15059900.76,0.531729431,1.476743398,4249787.034,1978,20.18340638,7.598843245,Warning,2,234.0916362
17211950.98,31858908.44,45.81904746,16535451.15,0.161986901,3.450791899,1222685.687,1686,10.00946467,4.882289107,Decline,1,96.06959239
47174030.34,37101677.22,20.02115134,-1567499.182,0.114423207,2.502053489,7319282.078,141,53.0942797,5.013687434,Decline,0,-3.322801064
16498545.14,9538754.858,51.25877059,18809668.81,0.181865744,0.631540557,4626667.362,1893,16.66583253,3.777469135,Moderate,0,114.0080453
26180135.78,16092773.45,60.71611203,3220565.446,0.428398971,1.479865717,5931685.848,234,24.63034598,6.466207451,High Risk,1,12.30156128
35299438.47,6266157.331,60.3438045,11557843.47,0.846554334,2.369943301,1874812.823,4873,27.87257989,2.666485409,Decline,0,32.74228705
18499665.32,39700843.39,44.10867681,13795628.65,0.609921985,0.668999833,3775287.422,1621,43.62279161,6.642246514,Warning,2,74.57231475
48603213.09,37094638.52,10.13440395,15298655.87,0.74146072,0.571652574,5408251.012,881,33.87743664,2.564189714,Warning,1,31.47663476
48141141.1,21690293.79,32.83347038,18643742.56,0.473099676,1.850072719,2858929.771,4490,50.48043952,1.574434312,Warning,0,38.72725517
12963223.64,33712925.12,74.05749563,2822988.701,0.389332867,1.498070539,380470.4782,2175,13.33831956,3.973219198,Stable,0,21.77690348
25113801.04,20934127.5,48.83366823,16462661.36,0.186720298,1.814895824,9539685.908,4312,17.43635166,3.080263078,Warning,2,65.55224889
15393476.34,25018710.38,45.37489574,-1707827.414,0.800746418,1.28807993,4137610.481,313,39.95269021,9.000924747,Warning,0,-11.09448819
14599604.47,3747152.398,25.16401358,12626022.66,0.726528023,0.994153241,6807044.443,1336,30.21788727,1.494581085,Decline,0,86.48195013
2325903.894,30259762.74,32.63366899,13549443.24,0.234494478,2.567430071,2932566.323,1579,27.74880177,2.589523233,Critical,2,582.5452751
30673434.53,5282996.649,72.15095669,11943081.03,0.509808451,2.043713349,2261581.168,1858,14.02168474,5.93847645,Safe Zone,2,38.93623656
25382611.65,33077491.68,54.98472856,1307868.403,0.489899846,1.100462634,2885971.582,1927,63.74315048,5.329604718,Stable,2,5.152615584
3048198.187,31324717.89,64.05402701,16826078.68,0.600073242,1.458768279,2910359.725,1799,51.50911517,1.412668165,Warning,0,552.0008098
14292999.98,28408038.97,39.07590673,-778538.4157,0.856949515,2.275423723,4530161.391,1959,17.29708941,1.065271852,Safe Zone,0,-5.446990953
45459161.36,1639183.145,52.26854146,-3659130.212,0.563817153,0.716688045,4521638.44,2673,13.90275746,9.892611478,Warning,0,-8.049269065
12358313.59,12264508.57,23.62877066,12936624.77,0.532173813,0.942359028,3965845.791,1247,68.49235201,6.929512303,Moderate,0,104.6795315
7672296.169,10671880.28,57.90956227,6886892.881,0.140258346,0.719736812,-382570.581,2528,50.87035303,4.288655178,Decline,1,89.76312605
24727911.63,14533429.02,37.07010003,16227450.5,0.150325981,2.936951998,3952905.742,4913,35.04736427,5.233890229,Decline,0,65.62402333
49289697.48,3688181.321,38.19091361,4584928.526,0.249877433,2.7572277,29246.80505,2560,52.10386245,3.398951084,Moderate,1,9.302001759
12481735.94,37490921.36,53.69917434,-793035.2873,0.125976617,2.759938796,-486370.5645,150,55.37990719,4.103864053,Safe Zone,0,-6.353565651
33770709.6,22241329.18,75.22104661,15911054.81,0.694682316,2.64897603,9191748.608,3137,56.79773214,6.841400205,Decline,0,47.11495554
38200170.96,12359867.56,9.800475996,8722740.791,0.678664243,2.508156271,5259400.158,1969,38.67263834,8.94530619,Stable,2,22.83429778
12263058.43,15999864.38,66.8557428,-270105.1902,0.208844988,1.930975746,5913880.697,2341,35.79296549,2.657170208,Critical,0,-2.202592378
36546709.26,17998661.11,26.92873328,13009599.96,0.768863121,2.426834491,2821524.044,3370,10.66168506,8.563253548,Stable,0,35.59718571
18705265.07,24103654.47,38.29395909,7777840.962,0.223828828,0.615084664,8907770.703,154,65.59342691,2.094009666,Stable,0,41.58102509
31799138.61,20724041.22,6.643499658,10107824.56,0.34094047,2.364393268,5655165.875,743,46.1984727,2.934930012,Moderate,0,31.78647283
31859720.68,36791800.53,27.57845584,6522458.455,0.299181519,2.833633117,7230038.434,3290,22.18923623,1.334577592,Moderate,0,20.47242824
27020846.86,19979146.62,42.6973432,15717724.6,0.397845679,2.001075081,2422749.628,3541,65.17620517,2.267306759,Critical,0,58.16888226
4969343.618,39687888.99,9.213205801,15739067.89,0.303731013,1.572539985,9520142.57,3442,64.89591411,9.255728309,Monitor,1,316.7232758
41847473.53,34086713.32,41.8321797,12734720.55,0.491160741,1.332280204,7845535.482,4963,69.35104986,5.13494872,Monitor,2,30.4312769
16378613.22,8498718.471,74.53329716,-2364965.565,0.425926305,2.42840615,8247381.556,2318,62.44339379,1.698992756,Monitor,1,-14.4393517
9732666.265,37237689.54,12.90449136,15971346.55,0.889255593,2.578403596,66331.20911,3833,69.86706327,9.637541542,Warning,0,164.1004234
2518369.507,4831382.636,62.33305461,11775324.51,0.14474108,3.1129028,1251558.494,3562,24.68117129,8.91093077,Critical,1,467.5773146
29749200.69,32734498.4,35.725329,12425604.15,0.213745101,1.527002247,1427519.196,939,60.53497511,7.792142688,Warning,0,41.76785884
34039435.91,15348807.08,54.13802859,4074571.01,0.142260715,2.809316922,1250910.679,839,59.38169853,9.401255128,Safe Zone,1,11.97014845
1321097.532,35143377.95,24.51774485,16981988.9,0.600672956,2.184067473,8264897.945,4698,23.85642155,2.981164788,Safe Zone,1,1285.44551
25848606.39,34748656.27,16.96191969,13134290.01,0.143607422,3.148509472,-1617382.457,4989,15.90625294,8.527323637,High Risk,0,50.81237189
11711540.87,32275830.92,17.03469607,-2185238.337,0.76915179,2.083436325,-1086800.132,708,68.76523082,7.209920767,Monitor,2,-18.65884567
32436053.13,31643211.37,10.28689592,5194450.86,0.509550905,2.052889485,1286978.448,1068,27.76147309,8.827833246,Moderate,2,16.01443567
9131138.236,12326229.74,18.92350287,17159509.05,0.5216061,2.233631244,398475.6958,2003,62.25350743,8.172204092,High Risk,2,187.9230016
34701418.04,3420587.465,54.81645387,-3820082.458,0.549275606,2.747946065,782315.3666,1240,10.24762928,4.118455569,High Risk,0,-11.0084333
19643399.64,16238611.11,71.12679589,19035415.49,0.236650965,3.394071436,7575318.271,3756,11.26148843,7.969586833,Moderate,1,96.90489344
46868134.44,7106275.696,66.05942642,11979064.21,0.258152242,0.720690063,4757519.127,3707,37.95227852,3.362106727,Decline,2,25.55908049
7307286.735,27859053.34,56.38507324,10784399.44,0.355053858,0.660303807,-1930752.064,4896,24.32288104,3.957329467,High Risk,0,147.5841832
17382784.38,13974769.12,13.28238976,1763981.412,0.574797133,3.312651012,3151873.188,2346,51.39047701,1.971151455,Decline,2,10.14786454
6116939.301,39029285.99,26.68905847,1219794.718,0.268094221,2.089626877,2894619.122,824,43.93385953,9.415689544,Monitor,0,19.94125916
46272334.1,25710688.68,28.23551565,18551455.49,0.193065382,2.344709044,-632656.7667,2861,14.64914785,3.619030271,Stable,0,40.09189475
43928297.99,32934726.43,23.74677098,2456811.356,0.876093509,1.947270805,6113701.463,1430,19.75769778,5.685602187,Decline,1,5.59277611
13268110.57,5474481.975,43.62542448,14387632.42,0.117585452,0.780972358,6425166.261,3232,33.2829562,4.521995528,Warning,1,108.4376885
33169210.28,34508176.39,45.16653612,4828044.955,0.742157924,2.804268135,6650718.629,4837,21.13624384,9.639353085,Monitor,1,14.55580315
40952498.91,36925736.18,31.76644814,-1518648.23,0.73042812,2.741673935,6741651.347,4864,57.53334083,4.015442538,Decline,2,-3.708316393
27982440.17,19585064.37,31.53418691,-4732117.558,0.337771291,1.435109964,-1999366.077,4379,34.96421413,8.006912393,Critical,0,-16.91102537
26717703.63,24328866.92,67.14166984,8606433.425,0.208501293,1.418717736,9447049.646,3147,15.60591201,8.698745392,Moderate,0,32.21247434
12471688.4,30639430.08,64.19696362,19394470.46,0.216502917,3.013524143,7770505.205,1454,39.06057414,4.920458477,Stable,2,155.5079781
5108587.006,7158577.365,28.08468738,4228404.845,0.657945294,0.717071773,8847780.359,3851,15.45029086,4.40354633,Safe Zone,0,82.77053596
44912180.02,20202129.84,73.53413329,3929808.35,0.614245273,3.143315445,-1812280.456,1419,17.73623833,7.729712388,Critical,1,8.749983519
45070693.83,16066788.51,76.46112628,3602290.446,0.726196539,1.26998507,9206305.549,2114,24.37658992,9.216063823,Critical,1,7.992533818
31838522.14,6025684.888,29.50569065,8013595.933,0.849984938,2.278954243,7717462.344,2342,61.57166231,7.794385598,Decline,0,25.16949719
17281974.66,14827870.01,31.58187116,6016622.086,0.653541891,3.307982537,8046629.716,2815,65.47675194,3.04413729,Critical,0,34.81443646
17785873.94,2913257.914,42.92256151,16997865.67,0.224681229,2.534367505,-880551.3833,2867,59.57546376,8.994769727,High Risk,1,95.56947116
36434806.1,1227313.897,75.58406094,7638019.793,0.294754093,1.743289437,6865336.347,766,30.04463305,4.488235007,High Risk,2,20.96352529
